identifiant;metier;sexe;tranches d'âge;enfant_conduite_accompagne;usage_vehicule;type_vehicule;age_vehicule;type_conduite;date_demande;etat_dossier;formule;;;tranches d'âge;moyenne_tarif_devis
202200752;Photographe;M;54-71;0;Private;SUV;3;Highly Urban/ Urban;19/02/2022 03:28;Complet;Dev_Integral;;;;
202200753;Technicien De La Circulation Ferroviaire Sncf;F;54-71;0;Commercial;Van;9;Highly Urban/ Urban;14/05/2022 13:46;Complet;Dev_Integral;;;;
202200754;Consultant En Conduite De Changement;F;54-71;0;Private;Minivan;14;Highly Urban/ Urban;02/03/2022 14:10;Complet;Dev_Premium;;;;
202200755;Artiste De Cirque;M;54-71;0;Private;Minivan;12;Highly Urban/ Urban;10/05/2022 05:21;Complet;Dev_Integral;;;;
202200756;Chargé De Veille Législative Et Réglementaire;F;54-71;0;Private;Pickup;8;Highly Urban/ Urban;27/04/2022 03:37;Complet;Dev_Express;;;;
202200757;Responsable De Scierie;F;54-71;0;Commercial;Pickup;10;Highly Urban/ Urban;21/01/2022 07:59;Complet;Dev_Express;;;;
202200758;Canalisateur;F;54-71;0;Private;SUV;15;Highly Urban/ Urban;09/03/2022 15:11;Complet;Dev_Integral;;;;
202200759;Ingénieur Brevets;M;54-71;0;Private;Pickup;16;Highly Urban/ Urban;22/03/2022 21:40;Complet;Dev_Integral;;;;
202200760;Coffreur-Boiseur;F;72-107;1;Private;Sports Car;12;Highly Urban/ Urban;10/05/2022 14:59;Complet;Dev_Express;;;;
202200761;Officier De La Marine Nationale;M;72-107;0;Private;Sports Car;7;Highly Urban/ Urban;18/04/2022 10:41;Complet;Dev_Express;;;;
202200762;Chef De Projet Sites Et Sols Pollués;F;72-107;0;Private;Sports Car;7;Highly Rural/ Rural;09/05/2022 20:08;Complet;Dev_Premium;;;;
202200763;Éducateur Spécialisé Spécialisée;M;72-107;0;Private;Minivan;18;Highly Rural/ Rural;04/03/2022 08:26;Complet;Dev_Express;;;;
202200764;Conducteur Opérateur Opératrice De Scierie;F;72-107;0;Commercial;Minivan;1;Highly Urban/ Urban;13/05/2022 15:01;Complet;Dev_Integral;;;;
202200765;Employé De Restaurant;F;72-107;0;Private;SUV;4;Highly Rural/ Rural;16/02/2022 20:38;Complet;Dev_Integral;;;;
202200766;Technicien Plasturgiste;M;72-107;0;Commercial;Minivan;;Highly Urban/ Urban;09/05/2022 19:49;Complet;Dev_Integral;;;;
202200767;Vendeur-Conseil En Matériel Agricole;M;72-107;0;Private;SUV;1;Highly Urban/ Urban;07/05/2022 11:43;Complet;Dev_Integral;;;;
202200768;Webdesigner;F;72-107;0;Private;SUV;15;Highly Urban/ Urban;10/02/2022 06:27;Complet;Dev_Express;;;;
202200769;Ingénieur En Fonderie;F;72-107;0;Commercial;Pickup;11;Highly Urban/ Urban;29/03/2022 07:38;Complet;Dev_Express;;;;
202200770;Assistant De Service Social;M;72-107;0;Private;Sports Car;16;Highly Urban/ Urban;22/01/2022 06:45;Complet;Dev_Integral;;;;
202200771;Gestionnaire De Contrats D'Assurance;F;72-107;0;Private;SUV;5;Highly Rural/ Rural;22/04/2022 23:48;Complet;Dev_Integral;;;;
202200772;Ingénieur Concepteur Conceptrice En Mécanique;F;72-107;0;Private;Pickup;1;Highly Urban/ Urban;25/01/2022 12:09;Complet;Dev_Express;;;;
202200773;Ingénieur Essais;F;72-107;0;Commercial;SUV;14;Highly Rural/ Rural;14/04/2022 10:57;Complet;Dev_Premium;;;;
202200774;Agent De Propreté Urbaine;F;72-107;0;Private;Minivan;16;Highly Urban/ Urban;23/03/2022 15:45;Complet;Dev_Integral;;;;
202200775;Ingénieur Radioprotection;M;72-107;0;Private;Minivan;9;Highly Urban/ Urban;16/02/2022 23:56;Complet;Dev_Express;;;;
202200776;Conducteur De Machines À Papier;F;72-107;0;Private;Sports Car;1;Highly Urban/ Urban;09/05/2022 23:43;Complet;Dev_Express;;;;
202200777;Credit Manager;F;72-107;1;Private;Van;1;Highly Urban/ Urban;22/01/2022 11:01;Complet;Dev_Express;;;;
202200778;Technicien Électronicien Électronicienne;M;72-107;0;Private;SUV;1;Highly Urban/ Urban;05/04/2022 02:47;Complet;Dev_Express;;;;
202200779;Responsable Du Back Office;M;72-107;0;Commercial;Van;7;Highly Urban/ Urban;21/03/2022 00:37;Complet;Dev_Integral;;;;
202200780;Sommelier;F;72-107;0;Commercial;Panel Truck;12;Highly Urban/ Urban;09/02/2022 22:53;Complet;Dev_Premium;;;;
202200781;Architecte Des Systèmes D'Information;F;72-107;0;Commercial;Minivan;1;Highly Urban/ Urban;10/05/2022 13:40;Complet;Dev_Express;;;;
202200782;Agent De Constatation Des Douanes;M;72-107;0;Private;Sports Car;3;Highly Rural/ Rural;02/01/2022 10:07;Complet;Dev_Express;;;;
202200783;Juge D'Instruction;M;72-107;0;Commercial;Minivan;1;Highly Urban/ Urban;15/04/2022 05:20;Complet;Dev_Express;;;;
202200784;Ascensoriste;M;72-107;0;Private;Pickup;8;Highly Urban/ Urban;14/01/2022 13:12;Complet;Dev_Express;;;;
202200785;Assistant Dentaire;M;72-107;0;Private;SUV;13;Highly Urban/ Urban;04/04/2022 09:48;Complet;Dev_Express;;;;
202200786;Prothésiste Dentaire;F;72-107;0;Private;Minivan;9;Highly Rural/ Rural;14/02/2022 02:00;Complet;Dev_Premium;;;;
202200787;Opticien-Lunetier;M;72-107;0;Private;Sports Car;1;Highly Urban/ Urban;30/05/2022 19:44;Complet;Dev_Integral;;;;
202200788;Tapissier D'Ameublement;M;72-107;0;Private;SUV;1;Highly Urban/ Urban;14/03/2022 09:34;Complet;Dev_Integral;;;;
202200789;Ingénieur Opticien Opticienne;M;72-107;0;Private;Minivan;1;Highly Urban/ Urban;15/04/2022 13:09;Complet;Dev_Integral;;;;
202200790;Accompagnateur De Tourisme Équestre;M;72-107;0;Private;Minivan;13;Highly Urban/ Urban;11/05/2022 02:24;Complet;Dev_Express;;;;
202200791;Ingénieur Fluides, Énergies, Réseaux, Environnement;F;72-107;0;Private;SUV;6;Highly Rural/ Rural;25/01/2022 07:45;Complet;Dev_Express;;;;
202200792;Technicien Électrotechnicien Électrotechnicienne;F;72-107;2;Commercial;Minivan;9;Highly Rural/ Rural;13/03/2022 01:10;Complet;Dev_Express;;;;
202200793;Chercheur En Biologie;M;72-107;0;Private;SUV;8;Highly Rural/ Rural;03/01/2022 02:02;Complet;Dev_Integral;;;;
202200794;Chargé De Clientèle Banque;F;72-107;0;Private;SUV;18;Highly Urban/ Urban;08/05/2022 13:32;Complet;Dev_Express;;;;
202200795;Designer D'Interaction;F;72-107;0;Private;SUV;12;Highly Urban/ Urban;11/05/2022 19:57;Complet;Dev_Integral;;;;
202200796;Staffeur-Ornemaniste;F;72-107;0;Private;SUV;10;Highly Rural/ Rural;25/02/2022 17:41;Complet;Dev_Integral;;;;
202200797;Éducateur De La Protection Judiciaire De La Jeunesse (Pjj);F;72-107;0;Private;SUV;8;Highly Urban/ Urban;30/04/2022 23:20;Complet;Dev_Express;;;;
202200798;Animateur Nature Nature;F;72-107;0;Commercial;Sports Car;1;Highly Urban/ Urban;06/02/2022 07:52;Complet;Dev_Premium;;;;
202200799;Auteur-Compositeur Interprète Interprète;F;72-107;2;Commercial;Panel Truck;;Highly Rural/ Rural;19/05/2022 09:28;Complet;Dev_Integral;;;;
202200800;Hydrogéologue;F;72-107;0;Commercial;Van;8;Highly Urban/ Urban;04/03/2022 09:15;Complet;Dev_Express;;;;
202200801;Charpentier Métallique;F;72-107;0;Private;SUV;10;Highly Urban/ Urban;25/04/2022 14:43;Complet;Dev_Integral;;;;
202200802;Éclairagiste;M;72-107;2;Commercial;SUV;9;Highly Urban/ Urban;07/02/2022 09:30;Complet;Dev_Express;;;;
202200803;Statisticien;M;72-107;0;Commercial;SUV;8;Highly Urban/ Urban;29/01/2022 23:53;Complet;Dev_Integral;;;;
202200804;Pilote De Ligne Automatisée (Chimie - Agroalimentaire - Industrie Pharmaceutique);F;72-107;0;Commercial;SUV;11;Highly Urban/ Urban;30/05/2022 08:43;Complet;Dev_Integral;;;;
202200805;Administrateur De Biens;M;72-107;0;Commercial;Pickup;;Highly Urban/ Urban;14/01/2022 19:18;Complet;Dev_Integral;;;;
202200806;Conseiller Pénitentiaire D'Insertion Et De Probation;M;72-107;0;Commercial;Panel Truck;1;Highly Urban/ Urban;27/01/2022 10:59;Complet;Dev_Integral;;;;
202200807;Enseignant Spécialisé Spécialisée;M;72-107;0;Private;Pickup;15;Highly Urban/ Urban;17/04/2022 13:11;Complet;Dev_Integral;;;;
202200808;Animalier De Laboratoire;M;72-107;0;Commercial;Minivan;9;Highly Rural/ Rural;14/05/2022 20:36;Complet;Dev_Integral;;;;
202200809;Serrurier Dépanneur Dépanneuse;F;72-107;0;Commercial;Minivan;5;Highly Urban/ Urban;20/01/2022 13:19;Complet;Dev_Premium;;;;
202200810;Éducateur De Jeunes Enfants;F;72-107;0;Private;Van;10;Highly Urban/ Urban;12/01/2022 23:08;Complet;Dev_Premium;;;;
202200811;Responsable De Projets Culturels;M;72-107;0;Commercial;Panel Truck;13;Highly Urban/ Urban;27/04/2022 04:09;Complet;Dev_Express;;;;
202200812;Conducteur De Machine Onduleuse;M;72-107;0;Commercial;Pickup;7;Highly Urban/ Urban;11/05/2022 10:53;Complet;Dev_Integral;;;;
202200813;Professeur De Collège Et De Lycée;M;72-107;0;Private;SUV;1;Highly Urban/ Urban;27/04/2022 00:55;Complet;Dev_Integral;;;;
202200814;Bio-Informaticien;M;72-107;0;Private;Minivan;14;Highly Urban/ Urban;29/03/2022 10:10;Complet;Dev_Integral;;;;
202200815;Animateur Nature Nature;F;72-107;0;Commercial;Pickup;;Highly Urban/ Urban;02/05/2022 22:21;Complet;Dev_Express;;;;
202200816;Géochimiste;M;72-107;0;Private;SUV;15;Highly Urban/ Urban;05/03/2022 04:31;Complet;Dev_Integral;;;;
202200817;Chargé De Pharmacovigilance;M;72-107;0;Private;Minivan;15;Highly Urban/ Urban;09/03/2022 20:30;Complet;Dev_Integral;;;;
202200818;Agent De Sécurité;F;72-107;1;Private;Van;;Highly Urban/ Urban;28/02/2022 04:43;Complet;Dev_Express;;;;
202200819;Affûteur;M;72-107;0;Private;SUV;15;Highly Urban/ Urban;19/02/2022 05:07;Complet;Dev_Premium;;;;
202200820;Web-Ergonome;F;72-107;0;Commercial;Van;4;Highly Urban/ Urban;19/01/2022 20:37;Complet;Dev_Premium;;;;
202200821;Chef De Projet Sites Et Sols Pollués;F;72-107;1;Private;Minivan;5;Highly Urban/ Urban;02/01/2022 00:52;Complet;Dev_Integral;;;;
202200822;Styliste;M;72-107;0;Commercial;Van;8;Highly Urban/ Urban;06/01/2022 03:31;Complet;Dev_Express;;;;
202200823;Comédien;F;72-107;1;Private;Sports Car;11;Highly Rural/ Rural;07/01/2022 23:42;Complet;Dev_Express;;;;
202200824;Agent De Sûreté Ferroviaire;M;72-107;0;Private;Minivan;10;Highly Urban/ Urban;19/02/2022 07:35;Complet;Dev_Integral;;;;
202200825;Anatomiste;F;72-107;0;Commercial;Pickup;9;Highly Rural/ Rural;22/02/2022 18:20;Complet;Dev_Integral;;;;
202200826;Responsable Des Ressources Humaines;M;72-107;2;Commercial;Van;12;Highly Urban/ Urban;14/01/2022 04:38;Complet;Dev_Integral;;;;
202200827;Opérateur Sur Machine À Commande Numérique;F;72-107;0;Commercial;Van;1;Highly Urban/ Urban;16/02/2022 21:11;Complet;Dev_Express;;;;
202200828;Conducteur D'Engins Forestiers De Récolte En Entreprises De Travaux Forestiers;M;72-107;0;Commercial;SUV;;Highly Urban/ Urban;21/05/2022 17:06;Complet;Dev_Express;;;;
202200829;Tonnelier;F;72-107;0;Private;SUV;19;Highly Urban/ Urban;03/03/2022 11:37;Complet;Dev_Integral;;;;
202200830;Technico-Commercial En Agroalimentaire;F;72-107;0;Private;Minivan;15;Highly Rural/ Rural;26/02/2022 20:58;Complet;Dev_Express;;;;
202200831;Fiscaliste;M;72-107;1;Private;SUV;1;Highly Urban/ Urban;21/01/2022 11:49;Complet;Dev_Premium;;;;
202200832;Gérant De Portefeuille;F;72-107;0;Commercial;Panel Truck;6;Highly Urban/ Urban;02/05/2022 17:11;Complet;Dev_Integral;;;;
202200833;Responsable Des Ouvrages Hydroélectriques;F;72-107;0;Private;Pickup;10;Highly Rural/ Rural;31/05/2022 13:57;Complet;Dev_Premium;;;;
202200834;Ingénieur Fluides, Énergies, Réseaux, Environnement;M;72-107;0;Private;Van;22;Highly Rural/ Rural;11/05/2022 04:46;Complet;Dev_Vip;;;;
202200835;Médiateur Scientifique;M;72-107;0;Private;SUV;6;Highly Urban/ Urban;28/05/2022 03:24;Complet;Dev_Express;;;;
202200836;Ingénieur Matériaux;F;72-107;0;Private;SUV;13;Highly Urban/ Urban;06/05/2022 04:55;Complet;Dev_Premium;;;;
202200837;Gestionnaire De Contrats D'Assurance;F;72-107;0;Commercial;Van;13;Highly Urban/ Urban;15/01/2022 18:39;Complet;Dev_Integral;;;;
202200838;Traffic Manager;F;72-107;0;Commercial;Pickup;11;Highly Rural/ Rural;27/03/2022 17:26;Complet;Dev_Integral;;;;
202200839;Secrétaire Administratif;F;72-107;0;Commercial;Van;12;Highly Urban/ Urban;07/05/2022 14:05;Complet;Dev_Express;;;;
202200840;Adjoint Administratif Administrative;M;72-107;0;Private;Sports Car;;Highly Urban/ Urban;28/05/2022 16:47;Complet;Dev_Express;;;;
202200841;Conseiller Sportif Sportive En Salle De Remise En Forme;M;72-107;0;Commercial;Pickup;4;Highly Rural/ Rural;24/02/2022 11:57;Complet;Dev_Integral;;;;
202200842;Psychologue;F;72-107;0;Private;Minivan;9;Highly Urban/ Urban;18/05/2022 20:48;Complet;Dev_Express;;;;
202200843;Ingénieur En Construction Navale;F;72-107;0;Private;SUV;1;Highly Urban/ Urban;25/01/2022 03:27;Complet;Dev_Express;;;;
202200844;Juriste En Droit Social;F;72-107;0;Commercial;SUV;10;Highly Urban/ Urban;08/04/2022 12:44;Complet;Dev_Premium;;;;
202200845;Gérant De Portefeuille;M;72-107;3;Private;SUV;7;Highly Urban/ Urban;17/04/2022 09:27;Complet;Dev_Integral;;;;
202200846;Charpentier Métallique;M;72-107;0;Commercial;SUV;1;Highly Urban/ Urban;22/04/2022 14:21;Complet;Dev_Integral;;;;
202200847;Menuisier;F;72-107;0;Private;SUV;7;Highly Urban/ Urban;21/04/2022 16:29;Complet;Dev_Express;;;;
202200848;Technicien Chimiste;F;72-107;0;Private;Sports Car;10;Highly Urban/ Urban;06/03/2022 05:10;Complet;Dev_Integral;;;;
202200849;Matelot De La Marine Nationale;M;72-107;0;Commercial;Minivan;3;Highly Urban/ Urban;08/03/2022 11:24;Complet;Dev_Express;;;;
202200850;Matelot De La Marine Marchande;M;72-107;0;Private;Minivan;20;Highly Urban/ Urban;30/05/2022 04:03;Complet;Dev_Integral;;;;
202200851;Expert Automobile;F;72-107;0;Private;Sports Car;12;Highly Urban/ Urban;06/01/2022 12:56;Complet;Dev_Express;;;;
202200852;Responsable De Scierie;M;72-107;0;Commercial;Pickup;7;Highly Urban/ Urban;26/03/2022 11:54;Complet;Dev_Integral;;;;
202200853;Auditeur Qualité;M;72-107;0;Private;SUV;15;Highly Urban/ Urban;20/04/2022 18:29;Complet;Dev_Express;;;;
202200854;Statisticien;F;72-107;0;Commercial;SUV;7;Highly Urban/ Urban;09/03/2022 21:30;Complet;Dev_Express;;;;
202200855;Libraire;F;72-107;0;Commercial;Pickup;1;Highly Urban/ Urban;05/04/2022 00:30;Complet;Dev_Integral;;;;
202200856;Réceptionniste;M;72-107;0;Commercial;Pickup;9;Highly Urban/ Urban;26/04/2022 10:16;Complet;Dev_Premium;;;;
202200857;Musicien;M;72-107;0;Commercial;Pickup;16;Highly Urban/ Urban;24/03/2022 03:47;Complet;Dev_Integral;;;;
202200858;Maître D'Hôtel;F;72-107;0;Private;SUV;;Highly Urban/ Urban;19/02/2022 17:32;Complet;Dev_Premium;;;;
202200859;Décorateur;M;72-107;0;Commercial;Panel Truck;8;Highly Urban/ Urban;04/04/2022 09:50;Complet;Dev_Integral;;;;
202200860;Barman;M;72-107;0;Commercial;Minivan;1;Highly Rural/ Rural;08/01/2022 08:43;Complet;Dev_Express;;;;
202200861;Modéliste;F;72-107;0;Private;Sports Car;6;Highly Urban/ Urban;21/04/2022 14:09;Complet;Dev_Integral;;;;
202200862;Avocat;M;72-107;1;Commercial;Pickup;5;Highly Rural/ Rural;18/05/2022 10:53;Complet;Dev_Integral;;;;
202200863;Directeur Artistique;M;72-107;0;Private;Pickup;9;Highly Urban/ Urban;13/01/2022 10:00;Complet;Dev_Integral;;;;
202200864;Microbiologiste;F;72-107;0;Private;SUV;8;Highly Urban/ Urban;23/03/2022 14:10;Complet;Dev_Integral;;;;
202200865;Électromécanicien En Remontées Mécaniques;M;72-107;0;Commercial;Pickup;12;Highly Rural/ Rural;13/03/2022 05:28;Complet;Dev_Express;;;;
202200866;Conducteur Routier Routière;M;72-107;0;Commercial;Minivan;10;Highly Urban/ Urban;06/04/2022 17:34;Complet;Dev_Integral;;;;
202200867;Psychologue;M;72-107;0;Private;SUV;10;Highly Rural/ Rural;23/03/2022 10:29;Complet;Dev_Premium;;;;
202200868;Mandataire Judiciaire;F;72-107;0;Private;Minivan;11;Highly Urban/ Urban;22/01/2022 15:37;Complet;Dev_Integral;;;;
202200869;Éducateur Spécialisé Spécialisée;F;72-107;0;Private;SUV;6;Highly Urban/ Urban;25/04/2022 11:54;Complet;Dev_Integral;;;;
202200870;Chef De Projet Packaging;F;72-107;0;Private;Pickup;1;Highly Urban/ Urban;23/04/2022 04:43;Complet;Dev_Express;;;;
202200871;Maraîcher;M;72-107;0;Commercial;Van;8;Highly Urban/ Urban;13/05/2022 02:36;Complet;Dev_Integral;;;;
202200872;Substitut Du Procureur;M;72-107;0;Commercial;Panel Truck;16;Highly Urban/ Urban;12/04/2022 05:10;Complet;Dev_Express;;;;
202200873;Ingénieur En Automatismes;M;72-107;0;Private;Sports Car;1;Highly Urban/ Urban;10/01/2022 15:03;Complet;Dev_Integral;;;;
202200874;Responsable Des Ressources Humaines;M;72-107;0;Private;Minivan;7;Highly Rural/ Rural;18/02/2022 12:19;Complet;Dev_Integral;;;;
202200875;Fiscaliste;M;72-107;0;Private;Sports Car;19;Highly Urban/ Urban;09/01/2022 11:28;Complet;Dev_Express;;;;
202200876;Technicien Chimiste;F;72-107;0;Commercial;Pickup;1;Highly Urban/ Urban;13/04/2022 20:56;Complet;Dev_Premium;;;;
202200877;Assistant De Gestion En Pme;F;72-107;0;Commercial;Pickup;1;Highly Urban/ Urban;22/03/2022 09:48;Complet;Dev_Express;;;;
202200878;Comédien;M;72-107;0;Private;SUV;3;Highly Urban/ Urban;19/04/2022 01:39;Complet;Dev_Express;;;;
202200879;Conducteur De Bus Ou D'Autocar;M;72-107;0;Private;Minivan;25;Highly Urban/ Urban;08/03/2022 23:49;Complet;Dev_Express;;;;
202200880;Technicien Thermicien Thermicienne;F;72-107;0;Private;SUV;1;Highly Rural/ Rural;10/01/2022 23:47;Complet;Dev_Integral;;;;
202200881;Médecin Spécialiste;M;72-107;0;Private;Minivan;14;Highly Urban/ Urban;01/03/2022 11:59;Complet;Dev_Integral;;;;
202200882;Brodeur;F;72-107;0;Private;SUV;5;Highly Urban/ Urban;10/03/2022 06:59;Complet;Dev_Express;;;;
202200883;Chargé De Valorisation De La Recherche;F;72-107;0;Private;Sports Car;21;Highly Urban/ Urban;22/03/2022 11:12;Complet;Dev_Express;;;;
202200884;Vendeur En Animalerie;F;72-107;0;Private;Minivan;1;Highly Urban/ Urban;15/03/2022 08:34;Complet;Dev_Integral;;;;
202200885;Commissaire-Priseur;M;72-107;0;Private;SUV;18;Highly Urban/ Urban;18/04/2022 02:22;Complet;Dev_Express;;;;
202200886;Géomètre-Topographe;M;72-107;0;Private;Minivan;17;Highly Rural/ Rural;27/03/2022 16:30;Complet;Dev_Integral;;;;
202200887;Visiteur Médical Médicale;M;72-107;0;Private;SUV;12;Highly Urban/ Urban;04/01/2022 23:37;Complet;Dev_Integral;;;;
202200888;Céramiste;F;72-107;1;Commercial;Panel Truck;14;Highly Rural/ Rural;22/05/2022 06:17;Complet;Dev_Integral;;;;
202200889;Informaticien Industriel Industrielle;M;72-107;0;Private;SUV;5;Highly Rural/ Rural;20/01/2022 06:27;Complet;Dev_Express;;;;
202200890;Mécanicien-Outilleur;M;72-107;0;Commercial;Pickup;1;Highly Urban/ Urban;04/03/2022 01:37;Complet;Dev_Express;;;;
202200891;Pharmacien Dans L'Industrie;M;72-107;0;Private;Minivan;12;Highly Urban/ Urban;13/02/2022 12:27;Complet;Dev_Express;;;;
202200892;Menuisier;F;72-107;0;Private;Minivan;3;Highly Urban/ Urban;15/03/2022 17:21;Complet;Dev_Integral;;;;
202200893;Technicien En Automatismes;M;72-107;0;Commercial;SUV;9;Highly Urban/ Urban;28/03/2022 18:19;Complet;Dev_Integral;;;;
202200894;Responsable De Fabrication En Chimie;M;72-107;0;Commercial;Van;13;Highly Urban/ Urban;09/01/2022 22:09;Complet;Dev_Integral;;;;
202200895;Directeur D'Hôpital;F;72-107;0;Private;Pickup;15;Highly Urban/ Urban;09/03/2022 09:41;Complet;Dev_Integral;;;;
202200896;Psychologue De L'Éducation Nationale Spécialité Éducation, Développement Et Apprentissages;F;72-107;0;Private;SUV;1;Highly Urban/ Urban;12/03/2022 10:18;Complet;Dev_Integral;;;;
202200897;Agent Immobilier Immobilière;F;72-107;0;Private;SUV;13;Highly Urban/ Urban;07/03/2022 19:35;Complet;Dev_Express;;;;
202200898;Libraire;F;72-107;0;Private;Minivan;9;Highly Rural/ Rural;24/01/2022 05:53;Complet;Dev_Express;;;;
202200899;Rudologue;F;72-107;0;Commercial;Pickup;4;Highly Urban/ Urban;03/04/2022 02:13;Complet;Dev_Premium;;;;
202200900;Microbiologiste;M;72-107;0;Private;Pickup;1;Highly Urban/ Urban;02/04/2022 09:07;Complet;Dev_Integral;;;;
202200901;Chargé De Communication Interne;M;72-107;0;Private;Pickup;13;Highly Urban/ Urban;19/03/2022 17:09;Complet;Dev_Integral;;;;
202200902;Photographe;M;72-107;0;Commercial;Minivan;5;Highly Urban/ Urban;11/04/2022 20:56;Complet;Dev_Integral;;;;
202200903;Matelot À La Pêche;M;72-107;0;Commercial;Sports Car;1;Highly Urban/ Urban;30/01/2022 05:24;Complet;Dev_Integral;;;;
202200904;Infirmier;F;72-107;0;Private;Sports Car;8;Highly Urban/ Urban;20/04/2022 00:32;Complet;Dev_Express;;;;
202200905;Assistant Réalisateur Réalisatrice;F;72-107;0;Private;Minivan;10;Highly Urban/ Urban;30/04/2022 22:26;Complet;Dev_Express;;;;
202200906;Coloriste;M;72-107;1;Private;Minivan;1;Highly Urban/ Urban;14/02/2022 20:28;Complet;Dev_Express;;;;
202200907;Microtechnicien;F;72-107;0;Private;Minivan;19;Highly Urban/ Urban;01/02/2022 06:20;Complet;Dev_Integral;;;;
202200908;Technicien En Automatismes;F;72-107;1;Private;SUV;19;Highly Urban/ Urban;01/03/2022 00:11;Complet;Dev_Express;;;;
202200909;Chargé De Recherche Et Développement Déchets;M;72-107;0;Private;Minivan;19;Highly Urban/ Urban;27/02/2022 06:06;Complet;Dev_Integral;;;;
202200910;Inspecteur De Banque;F;72-107;1;Private;Minivan;10;Highly Urban/ Urban;06/01/2022 03:41;Complet;Dev_Vip;;;;
202200911;Technicien Radioprotection;F;72-107;0;Private;Minivan;;Highly Urban/ Urban;18/03/2022 02:48;Complet;Dev_Integral;;;;
202200912;Restaurateur D'Oeuvres D'Art;M;72-107;0;Commercial;Minivan;10;Highly Urban/ Urban;23/02/2022 14:57;Complet;Dev_Premium;;;;
202200913;Technicien Télécoms Et Réseaux;M;72-107;0;Commercial;Panel Truck;8;Highly Rural/ Rural;26/05/2022 01:19;Complet;Dev_Integral;;;;
202200914;Designer Industriel Industrielle;M;72-107;0;Commercial;Minivan;7;Highly Urban/ Urban;11/04/2022 13:58;Complet;Dev_Express;;;;
202200915;Océanologue;M;72-107;0;Commercial;Panel Truck;1;Highly Rural/ Rural;02/03/2022 15:25;Complet;Dev_Integral;;;;
202200916;Météorologiste;F;72-107;0;Private;Sports Car;20;Highly Urban/ Urban;10/05/2022 08:42;Complet;Dev_Integral;;;;
202200917;Neurobiologiste;F;72-107;0;Private;Minivan;;Highly Urban/ Urban;23/01/2022 05:09;Complet;Dev_Integral;;;;
202200918;Conducteur De Machines Agricoles;M;72-107;0;Commercial;SUV;8;Highly Rural/ Rural;06/03/2022 05:37;Complet;Dev_Premium;;;;
202200919;Concepteur De Niveaux De Jeu Web;F;72-107;0;Private;Sports Car;6;Highly Urban/ Urban;11/01/2022 18:54;Complet;Dev_Integral;;;;
202200920;Technicien Chimiste;F;72-107;0;Commercial;Panel Truck;10;Highly Urban/ Urban;25/04/2022 16:57;Complet;Dev_Express;;;;
202200921;Chef De Publicité;M;72-107;0;Private;SUV;;Highly Urban/ Urban;28/05/2022 16:57;Complet;Dev_Integral;;;;
202200922;Brodeur;F;72-107;0;Private;SUV;1;Highly Urban/ Urban;21/02/2022 23:21;Complet;Dev_Integral;;;;
202200923;Technicien Démonstrateur Démonstratrice En Matériel Agricole;M;72-107;0;Private;SUV;2;Highly Urban/ Urban;20/01/2022 09:01;Complet;Dev_Integral;;;;
202200924;Directeur D'Accueil Collectif De Mineurs (Acm);M;72-107;0;Private;Sports Car;1;Highly Urban/ Urban;22/01/2022 06:26;Complet;Dev_Express;;;;
202200925;Directeur De Restaurant;F;72-107;0;Private;Van;12;Highly Urban/ Urban;19/01/2022 01:48;Complet;Dev_Integral;;;;
202200926;Manager De Risques;F;72-107;0;Commercial;Van;9;Highly Urban/ Urban;12/02/2022 04:17;Complet;Dev_Express;;;;
202200927;Professeur En Activité Physique Adaptée;F;72-107;0;Private;Minivan;1;Highly Rural/ Rural;26/03/2022 06:02;Complet;Dev_Premium;;;;
202200928;Puériculteur;F;72-107;0;Private;Minivan;17;Highly Urban/ Urban;25/02/2022 11:45;Complet;Dev_Express;;;;
202200929;Administrateur Réseaux;M;72-107;0;Private;Minivan;11;Highly Urban/ Urban;25/04/2022 08:56;Complet;Dev_Premium;;;;
202200930;Animateur De Radio Et De Télévision;F;72-107;0;Private;SUV;3;Highly Urban/ Urban;25/05/2022 07:24;Complet;Dev_Express;;;;
202200931;Auditeur Qualité;M;72-107;2;Commercial;Sports Car;1;Highly Urban/ Urban;13/02/2022 02:19;Complet;Dev_Integral;;;;
202200932;Responsable Du Back Office;M;72-107;1;Private;Pickup;9;Highly Rural/ Rural;03/03/2022 06:41;Complet;Dev_Integral;;;;
202200933;Scénariste;F;72-107;0;Commercial;Van;18;Highly Urban/ Urban;25/02/2022 17:52;Complet;Dev_Integral;;;;
202200934;Orthoprothésiste;F;72-107;0;Commercial;Panel Truck;17;Highly Urban/ Urban;15/02/2022 23:56;Complet;Dev_Express;;;;
202200935;Conducteur Opérateur Opératrice De Scierie;F;72-107;0;Private;Pickup;10;Highly Rural/ Rural;03/03/2022 14:18;Complet;Dev_Express;;;;
202200936;Auxiliaire De Puériculture;F;72-107;1;Private;Minivan;11;Highly Urban/ Urban;27/02/2022 02:58;Complet;Dev_Express;;;;
202200937;Consultant Informatique;F;72-107;0;Commercial;Panel Truck;15;Highly Urban/ Urban;31/01/2022 22:44;Complet;Dev_Express;;;;
202200938;Assistant Commercial Commerciale;M;72-107;0;Private;Van;9;Highly Urban/ Urban;26/05/2022 21:07;Complet;Dev_Integral;;;;
202200939;Enseignant Spécialisé Spécialisée;M;72-107;0;Private;Pickup;9;Highly Urban/ Urban;27/03/2022 09:37;Complet;Dev_Express;;;;
